,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,station,zip,Zip Code,Areasqmile,Landsqmile,Watersqmile,Poppersqmile
776,2007-08-01,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,33,0,0,60634.0,60634.0,6.99,6.98,0.01,"10,626.10"
777,2007-08-01,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,50,1,0,60634.0,60634.0,6.99,6.98,0.01,"10,626.10"
778,2007-08-01,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,21,1,0,60634.0,60634.0,6.99,6.98,0.01,"10,626.10"
779,2007-08-01,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,8,0,0,60634.0,60634.0,6.99,6.98,0.01,"10,626.10"
780,2007-08-01,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,28,0,0,60634.0,60634.0,6.99,6.98,0.01,"10,626.10"
781,2007-08-01,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,39,0,0,60634.0,60634.0,6.99,6.98,0.01,"10,626.10"
782,2007-08-01,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,1,0,0,60646.0,60646.0,4.71,4.71,0.0,"5,741.47"
783,2007-08-01,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,6,0,0,60656.0,60656.0,3.57,3.57,0.0,"7,590.97"
784,2007-08-01,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,5,1,0,60656.0,60656.0,3.57,3.57,0.0,"7,590.97"
785,2007-08-01,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0,0,60656.0,60656.0,3.57,3.57,0.0,"7,590.97"
786,2007-08-01,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,5,0,0,60656.0,60656.0,3.57,3.57,0.0,"7,590.97"
787,2007-08-01,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,11,0,1,60614.0,60614.0,3.14,3.12,0.02,"20,979.15"
788,2007-08-01,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,12,0,1,60614.0,60614.0,3.14,3.12,0.02,"20,979.15"
789,2007-08-01,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0,1,60614.0,60614.0,3.14,3.12,0.02,"20,979.15"
790,2007-08-01,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,8,0,1,60614.0,60614.0,3.14,3.12,0.02,"20,979.15"
791,2007-08-01,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,7,0,1,60661.0,60661.0,0.28,0.28,0.0,"15,455.29"
792,2007-08-01,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,21,0,1,60661.0,60661.0,0.28,0.28,0.0,"15,455.29"
793,2007-08-01,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,4,0,1,60661.0,60661.0,0.28,0.28,0.0,"15,455.29"
794,2007-08-01,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,3,0,1,60661.0,60661.0,0.28,0.28,0.0,"15,455.29"
795,2007-08-01,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,20,0,1,60661.0,60661.0,0.28,0.28,0.0,"15,455.29"
796,2007-08-01,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,21,0,1,60661.0,60661.0,0.28,0.28,0.0,"15,455.29"
797,2007-08-01,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,4,0,1,60607.0,60607.0,2.42,2.42,0.0,"6,428.11"
798,2007-08-01,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0,1,60607.0,60607.0,2.42,2.42,0.0,"6,428.11"
799,2007-08-01,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0,1,60607.0,60607.0,2.42,2.42,0.0,"6,428.11"
800,2007-08-01,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,5,0,1,60607.0,60607.0,2.42,2.42,0.0,"6,428.11"
801,2007-08-01,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,3,0,1,60610.0,60610.0,1.58,1.58,0.0,"30,110.68"
802,2007-08-01,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,7,0,1,60610.0,60610.0,1.58,1.58,0.0,"30,110.68"
803,2007-08-01,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0,1,60610.0,60610.0,1.58,1.58,0.0,"30,110.68"
804,2007-08-01,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0,1,60610.0,60610.0,1.58,1.58,0.0,"30,110.68"
805,2007-08-01,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1,0,1,60610.0,60610.0,1.58,1.58,0.0,"30,110.68"
806,2007-08-01,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,4,0,1,60647.0,60647.0,3.89,3.89,0.0,"25,372.12"
807,2007-08-01,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,1,60647.0,60647.0,3.89,3.89,0.0,"25,372.12"
808,2007-08-01,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,1,60647.0,60647.0,3.89,3.89,0.0,"25,372.12"
809,2007-08-01,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,5,0,1,60614.0,60614.0,3.14,3.12,0.02,"20,979.15"
810,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,22,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
811,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,24,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
812,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,33,1,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
813,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,50,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
814,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,50,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
815,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,9,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
816,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,8,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
817,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,27,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
818,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
819,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
820,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,26,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
821,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,15,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
822,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,10,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
823,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,17,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
824,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,2,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
825,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,12,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
826,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,20,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
827,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
828,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,9,0,1,60643.0,60643.0,6.7,6.7,0.0,"7,845.03"
829,2007-08-01,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,12,0,1,60607.0,60607.0,2.42,2.42,0.0,"6,428.11"
830,2007-08-01,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,3,0,1,60607.0,60607.0,2.42,2.42,0.0,"6,428.11"
831,2007-08-01,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,9,0,1,60607.0,60607.0,2.42,2.42,0.0,"6,428.11"
832,2007-08-01,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,1,0,1,60607.0,60607.0,2.42,2.42,0.0,"6,428.11"
833,2007-08-01,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,11,0,1,60607.0,60607.0,2.42,2.42,0.0,"6,428.11"
834,2007-08-01,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,5,0,1,60607.0,60607.0,2.42,2.42,0.0,"6,428.11"
835,2007-08-01,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,3,0,1,60620.0,60620.0,7.5,7.49,0.0,"11,445.36"
836,2007-08-01,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,1,0,1,60620.0,60620.0,7.5,7.49,0.0,"11,445.36"
837,2007-08-01,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,6,0,1,60620.0,60620.0,7.5,7.49,0.0,"11,445.36"
838,2007-08-01,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,2,0,1,60620.0,60620.0,7.5,7.49,0.0,"11,445.36"
839,2007-08-01,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,18,0,1,60620.0,60620.0,7.5,7.49,0.0,"11,445.36"
840,2007-08-01,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,3,0,1,60620.0,60620.0,7.5,7.49,0.0,"11,445.36"
841,2007-08-01,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,2,0,1,60620.0,60620.0,7.5,7.49,0.0,"11,445.36"
842,2007-08-01,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,15,1,1,60620.0,60620.0,7.5,7.49,0.0,"11,445.36"
843,2007-08-01,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX SALINARIUS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,1,60620.0,60620.0,7.5,7.49,0.0,"11,445.36"
844,2007-08-01,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0,1,60611.0,60611.0,1.49,1.47,0.02,"18,034.52"
845,2007-08-01,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,1,60611.0,60611.0,1.49,1.47,0.02,"18,034.52"
846,2007-08-01,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,1,60611.0,60611.0,1.49,1.47,0.02,"18,034.52"
847,2007-08-01,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0,1,60611.0,60611.0,1.49,1.47,0.02,"18,034.52"
848,2007-08-01,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,8,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
849,2007-08-01,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,6,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
850,2007-08-01,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,1,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
851,2007-08-01,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,14,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
852,2007-08-01,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,3,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
853,2007-08-01,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,2,0,0,60645.0,60645.0,2.38,2.38,0.0,"18,576.06"
854,2007-08-01,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,2,0,0,60645.0,60645.0,2.38,2.38,0.0,"18,576.06"
855,2007-08-01,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,1,0,0,60645.0,60645.0,2.38,2.38,0.0,"18,576.06"
856,2007-08-01,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,1,0,0,60645.0,60645.0,2.38,2.38,0.0,"18,576.06"
857,2007-08-01,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,1,0,0,60645.0,60645.0,2.38,2.38,0.0,"18,576.06"
858,2007-08-01,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,4,0,1,60639.0,60639.0,4.68,4.68,0.0,"19,854.06"
859,2007-08-01,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,2,0,1,60639.0,60639.0,4.68,4.68,0.0,"19,854.06"
860,2007-08-01,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,0,1,60639.0,60639.0,4.68,4.68,0.0,"19,854.06"
861,2007-08-01,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,0,1,60639.0,60639.0,4.68,4.68,0.0,"19,854.06"
862,2007-08-01,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,2,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
863,2007-08-01,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,6,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
864,2007-08-01,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,2,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
865,2007-08-01,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,23,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
866,2007-08-01,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,11,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
867,2007-08-01,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,3,0,0,60634.0,60634.0,6.99,6.98,0.01,"10,626.10"
868,2007-08-01,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,13,0,0,60634.0,60634.0,6.99,6.98,0.01,"10,626.10"
869,2007-08-01,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0,0,60634.0,60634.0,6.99,6.98,0.01,"10,626.10"
870,2007-08-01,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,6,0,0,60634.0,60634.0,6.99,6.98,0.01,"10,626.10"
871,2007-08-01,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,10,0,0,60634.0,60634.0,6.99,6.98,0.01,"10,626.10"
872,2007-08-01,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,33,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
873,2007-08-01,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,9,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
874,2007-08-01,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,1,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
875,2007-08-01,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,14,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
876,2007-08-01,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,50,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
877,2007-08-01,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,8,0,0,60631.0,60631.0,3.72,3.72,0.0,"7,754.38"
878,2007-08-01,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9,3,0,1,60618.0,60618.0,5.0,5.0,0.0,"19,640.92"
